city_id,city,country,timezone,dst,tz
95,Old Crow,Canada,-8,A,America/Vancouver
96,Cold Lake,Canada,-7,A,America/Edmonton
97,High Level,Canada,-7,A,America/Edmonton
98,Ottawa,Canada,-5,A,America/Toronto
99,Prince Albert,Canada,-6,N,America/Regina
100,Peace River,Canada,-7,A,America/Edmonton
101,Portage-la-prairie,Canada,-6,A,America/Winnipeg
102,Pitt Meadows,Canada,-8,A,America/Vancouver
103,Pickle Lake,Canada,-5,A,America/Coral_Harbour
104,Port Menier,Canada,-5,A,America/Toronto
105,Peterborough,Canada,-5,A,America/Toronto
106,Prince Pupert,Canada,-8,A,America/Vancouver
107,Fort Chipewyan,Canada,-7,A,America/Edmonton
108,Muskoka,Canada,-5,A,America/Toronto
109,Quebec,Canada,-5,A,America/Toronto
110,Red Deer Industrial,Canada,-7,A,America/Edmonton
111,Windsor,Canada,-5,A,America/Toronto
112,Watson Lake,Canada,-8,A,America/Vancouver
113,Kenora,Canada,-6,A,America/Winnipeg
114,Lethbridge,Canada,-7,A,America/Edmonton
115,Moncton,Canada,-4,A,America/Halifax
116,Comox,Canada,-8,A,America/Vancouver
117,Regina,Canada,-6,N,America/Regina
118,Thunder Bay,Canada,-5,A,America/Toronto
119,Grande Prairie,Canada,-7,A,America/Edmonton
120,Yorkton,Canada,-6,N,America/Regina
121,North Battleford,Canada,-6,N,America/Regina
122,Gander,Canada,-3.5,A,America/St_Johns
123,Sydney,Canada,-4,A,America/Halifax
124,Quesnel,Canada,-8,A,America/Vancouver
125,Resolute,Canada,-6,A,America/Winnipeg
126,Riviere Du Loup,Canada,-5,A,America/Toronto
127,Roberval,Canada,-5,A,America/Toronto
128,Rocky Mountain House,Canada,-7,A,America/Edmonton
129,Rankin Inlet,Canada,-6,A,America/Winnipeg
130,Sudbury,Canada,-5,A,America/Toronto
131,Sherbrooke,Canada,-5,A,America/Toronto
132,St. John,Canada,-4,A,America/Halifax
133,Fort Smith,Canada,-7,A,America/Edmonton
134,Nanisivik,Canada,-5,A,America/Toronto
135,Summerside,Canada,-4,A,America/Halifax
136,Sachs Harbour,Canada,-7,A,America/Edmonton
137,Cape Dorset,Canada,-5,A,America/Toronto
138,Thompson,Canada,-6,A,America/Winnipeg
139,Trenton,Canada,-5,A,America/Toronto
140,Timmins,Canada,-5,A,America/Toronto
141,Tuktoyaktuk,Canada,-7,A,America/Edmonton
142,Repulse Bay,Canada,-6,A,America/Winnipeg
143,Hall Beach,Canada,-5,A,America/Toronto
144,Rouyn,Canada,-5,A,America/Toronto
145,La Ronge,Canada,-6,N,America/Regina
146,Vermillion,Canada,-7,A,America/Edmonton
147,Broughton Island,Canada,-5,A,America/Toronto
148,Val D'or,Canada,-5,A,America/Toronto
149,Quujjuaq,Canada,-5,A,America/Toronto
150,Norman Wells,Canada,-7,A,America/Edmonton
151,Vancouver,Canada,-8,A,America/Vancouver
152,Buffalo Narrows,Canada,-6,N,America/Regina
153,Wiarton,Canada,-5,A,America/Toronto
154,Petawawa,Canada,-5,A,America/Toronto
155,Wabush,Canada,-4,A,America/Halifax
156,Williams Lake,Canada,-8,A,America/Vancouver
157,Wrigley,Canada,-7,A,America/Edmonton
158,Cranbrook,Canada,-7,A,America/Edmonton
159,Saskatoon,Canada,-6,N,America/Regina
160,Medicine Hat,Canada,-7,A,America/Edmonton
161,Fort Saint John,Canada,-7,A,America/Dawson_Creek
162,Sioux Lookout,Canada,-6,A,America/Winnipeg
163,Pangnirtung,Canada,-5,A,America/Toronto
164,Earlton,Canada,-5,A,America/Toronto
165,Prince George,Canada,-8,A,America/Vancouver
166,Terrace,Canada,-8,A,America/Vancouver
167,London,Canada,-5,A,America/Toronto
168,Abbotsford,Canada,-8,A,America/Vancouver
169,Whitehorse,Canada,-8,A,America/Vancouver
170,North Bay,Canada,-5,A,America/Toronto
171,Calgary,Canada,-7,A,America/Edmonton
172,Smithers,Canada,-8,A,America/Vancouver
173,Fort Nelson,Canada,-8,A,America/Vancouver
174,Penticton,Canada,-8,A,America/Vancouver
175,Charlottetown,Canada,-4,A,America/Halifax
176,Spence Bay,Canada,-7,A,America/Edmonton
177,Victoria,Canada,-8,A,America/Vancouver
178,Lynn Lake,Canada,-6,A,America/Winnipeg
179,Swift Current,Canada,-6,N,America/Regina
180,Churchill,Canada,-6,A,America/Winnipeg
181,Goose Bay,Canada,-4,A,America/Halifax
182,St. John's,Canada,-3.5,A,America/St_Johns
183,Kapuskasing,Canada,-5,A,America/Toronto
184,Armstrong,Canada,-5,A,America/Toronto
185,Mont Joli,Canada,-5,A,America/Toronto
186,Gore Bay,Canada,-5,A,America/Toronto
187,Yellowknife,Canada,-7,A,America/Edmonton
188,Slave Lake,Canada,-7,A,America/Edmonton
189,Sandspit,Canada,-8,A,America/Vancouver
190,Sarnia,Canada,-5,A,America/Toronto
191,Port Hardy,Canada,-8,A,America/Vancouver
192,Whitecourt,Canada,-7,A,America/Edmonton
193,Sept-iles,Canada,-5,A,America/Toronto
194,Teslin,Canada,-8,A,America/Vancouver
195,Greenwood,Canada,-4,A,America/Halifax
196,Faro,Canada,-8,A,America/Vancouver
197,Fort Mcpherson,Canada,-7,A,America/Edmonton
198,Blida,Algeria,1,N,Africa/Algiers
199,Bou Saada,Algeria,1,N,Africa/Algiers
200,Bejaja,Algeria,1,N,Africa/Algiers
201,Algier,Algeria,1,N,Africa/Algiers
202,Djanet,Algeria,1,N,Africa/Algiers
203,Boufarik,Algeria,1,N,Africa/Algiers
204,Reggan,Algeria,1,N,Africa/Algiers
205,Illizi,Algeria,1,N,Africa/Algiers
206,Ain Oussera,Algeria,1,N,Africa/Algiers
207,Tamanrasset,Algeria,1,N,Africa/Algiers
208,Jijel,Algeria,1,N,Africa/Algiers
209,Mecheria,Algeria,1,N,Africa/Algiers
210,Relizane,Algeria,1,N,Africa/Algiers
211,Annaba,Algeria,1,N,Africa/Algiers
212,Constantine,Algeria,1,N,Africa/Algiers
213,Tebessa,Algeria,1,N,Africa/Algiers
214,Tilrempt,Algeria,1,N,Africa/Algiers
215,Tiaret,Algeria,1,N,Africa/Algiers
216,Bou Sfer,Algeria,1,N,Africa/Algiers
217,Tindouf,Algeria,1,N,Africa/Algiers
218,Ech-cheliff,Algeria,1,N,Africa/Algiers
219,Oran,Algeria,1,N,Africa/Algiers
220,Tlemcen,Algeria,1,N,Africa/Algiers
221,Sidi Bel Abbes,Algeria,1,N,Africa/Algiers
222,Ghriss,Algeria,1,N,Africa/Algiers
223,Adrar,Algeria,1,N,Africa/Algiers
224,Biskra,Algeria,1,N,Africa/Algiers
225,El Golea,Algeria,1,N,Africa/Algiers
226,Ghardaia,Algeria,1,N,Africa/Algiers
227,Hassi Messaoud,Algeria,1,N,Africa/Algiers
228,In Salah,Algeria,1,N,Africa/Algiers
229,Touggourt,Algeria,1,N,Africa/Algiers
230,Laghouat,Algeria,1,N,Africa/Algiers
231,Timimoun,Algeria,1,N,Africa/Algiers
232,Ouargla,Algeria,1,N,Africa/Algiers
233,Zarzaitine,Algeria,1,N,Africa/Algiers
234,Cotonou,Benin,1,N,Africa/Porto-Novo
235,Ouagadougou,Burkina Faso,0,N,Africa/Ouagadougou
236,Bobo-dioulasso,Burkina Faso,0,N,Africa/Ouagadougou
237,Accra,Ghana,0,N,Africa/Accra
238,Tamale,Ghana,0,N,Africa/Accra
239,Wa,Ghana,0,N,Africa/Accra
240,Sunyani,Ghana,0,N,Africa/Accra
241,Takoradi,Ghana,0,N,Africa/Accra
242,Abidjan,Cote d'Ivoire,0,N,Africa/Abidjan
243,Bouake,Cote d'Ivoire,0,N,Africa/Abidjan
244,Daloa,Cote d'Ivoire,0,N,Africa/Abidjan
245,Korhogo,Cote d'Ivoire,0,N,Africa/Abidjan
246,Man,Cote d'Ivoire,0,N,Africa/Abidjan
247,San Pedro,Cote d'Ivoire,0,N,Africa/Abidjan
248,Yamoussoukro,Cote d'Ivoire,0,N,Africa/Abidjan
249,Abuja,Nigeria,1,N,Africa/Lagos
250,Akure,Nigeria,1,N,Africa/Lagos
251,Benin,Nigeria,1,N,Africa/Lagos
252,Calabar,Nigeria,1,N,Africa/Lagos
253,Enugu,Nigeria,1,N,Africa/Lagos
254,Gusau,Nigeria,1,N,Africa/Lagos
255,Ibadan,Nigeria,1,N,Africa/Lagos
256,Ilorin,Nigeria,1,N,Africa/Lagos
257,Jos,Nigeria,1,N,Africa/Lagos
258,Kaduna,Nigeria,1,N,Africa/Lagos
259,Kano,Nigeria,1,N,Africa/Lagos
260,Maiduguri,Nigeria,1,N,Africa/Lagos
261,Makurdi,Nigeria,1,N,Africa/Lagos
262,Lagos,Nigeria,1,N,Africa/Lagos
263,Minna,Nigeria,1,N,Africa/Lagos
264,Port Hartcourt,Nigeria,1,N,Africa/Lagos
265,Sokoto,Nigeria,1,N,Africa/Lagos
266,Yola,Nigeria,1,N,Africa/Lagos
267,Zaria,Nigeria,1,N,Africa/Lagos
268,Maradi,Niger,1,N,Africa/Niamey
269,Niamey,Niger,1,N,Africa/Niamey
270,Tahoua,Niger,1,N,Africa/Niamey
271,Agadez,Niger,1,N,Africa/Niamey
272,Dirkou,Niger,1,N,Africa/Niamey
273,Diffa,Niger,1,N,Africa/Niamey
274,Zinder,Niger,1,N,Africa/Niamey
275,Monastir,Tunisia,1,E,Africa/Tunis
276,Tunis,Tunisia,1,E,Africa/Tunis
277,Bizerte,Tunisia,1,E,Africa/Tunis
278,Remada,Tunisia,1,E,Africa/Tunis
279,Gafsa,Tunisia,1,E,Africa/Tunis
280,Gabes,Tunisia,1,E,Africa/Tunis
281,Bordj El Amri,Tunisia,1,E,Africa/Tunis
282,Djerba,Tunisia,1,E,Africa/Tunis
283,El Borma,Tunisia,1,E,Africa/Tunis
284,Sfax,Tunisia,1,E,Africa/Tunis
285,Tozeur,Tunisia,1,E,Africa/Tunis
286,Niatougou,Togo,0,N,Africa/Lome
287,Lome,Togo,0,N,Africa/Lome
288,Antwerp,Belgium,1,E,Europe/Brussels
289,Beauvechain,Belgium,1,E,Europe/Brussels
290,Kleine Brogel,Belgium,1,E,Europe/Brussels
291,Brussels,Belgium,1,E,Europe/Brussels
292,Bertrix,Belgium,1,E,Europe/Brussels
293,Charleroi,Belgium,1,E,Europe/Brussels
294,Chievres,Belgium,1,E,Europe/Brussels
295,Koksijde,Belgium,1,E,Europe/Brussels
296,Florennes,Belgium,1,E,Europe/Brussels
297,Kortrijk-vevelgem,Belgium,1,E,Europe/Brussels
298,Liege,Belgium,1,E,Europe/Brussels
299,Ostend,Belgium,1,E,Europe/Brussels
300,Zutendaal,Belgium,1,E,Europe/Brussels
301,Sint-truiden,Belgium,1,E,Europe/Brussels
302,St.-hubert,Belgium,1,E,Europe/Brussels
303,Ursel,Belgium,1,E,Europe/Brussels
304,Weelde,Belgium,1,E,Europe/Brussels
305,Zoersel,Belgium,1,E,Europe/Brussels
306,Bautzen,Germany,1,E,Europe/Berlin
307,Altenburg,Germany,1,E,Europe/Berlin
308,Dessau,Germany,1,E,Europe/Berlin
309,Eisenhuettenstadt,Germany,1,E,Europe/Berlin
310,Suhl,Germany,1,E,Europe/Berlin
311,Muehlhausen,Germany,1,E,Europe/Berlin
312,Halle,Germany,1,E,Europe/Berlin
313,Riesa,Germany,1,E,Europe/Berlin
314,Rechlin-laerz,Germany,1,E,Europe/Berlin
315,Strausberg,Germany,1,E,Europe/Berlin
316,Schoenhagen,Germany,1,E,Europe/Berlin
317,Barth,Germany,1,E,Europe/Berlin
318,Jena,Germany,1,E,Europe/Berlin
319,Kyritz,Germany,1,E,Europe/Berlin
320,Magdeburg,Germany,1,E,Europe/Berlin
321,Rothenburg/ol,Germany,1,E,Europe/Berlin
322,Anklam,Germany,1,E,Europe/Berlin
323,Cottbus,Germany,1,E,Europe/Berlin
324,Kamenz,Germany,1,E,Europe/Berlin
325,Berlin,Germany,1,E,Europe/Berlin
326,Dresden,Germany,1,E,Europe/Berlin
327,Erfurt,Germany,1,E,Europe/Berlin
328,Frankfurt,Germany,1,E,Europe/Berlin
329,Munster,Germany,1,E,Europe/Berlin
330,Hamburg,Germany,1,E,Europe/Berlin
331,Cologne,Germany,1,E,Europe/Berlin
332,Duesseldorf,Germany,1,E,Europe/Berlin
333,Munich,Germany,1,E,Europe/Berlin
334,Nuernberg,Germany,1,E,Europe/Berlin
335,Leipzig,Germany,1,E,Europe/Berlin
336,Saarbruecken,Germany,1,E,Europe/Berlin
337,Stuttgart,Germany,1,E,Europe/Berlin
338,Hannover,Germany,1,E,Europe/Berlin
339,Bremen,Germany,1,E,Europe/Berlin
340,Egelsbach,Germany,1,E,Europe/Berlin
341,Hahn,Germany,1,E,Europe/Berlin
342,Mannheim,Germany,1,E,Europe/Berlin
343,Allendorf,Germany,1,E,Europe/Berlin
344,Worms,Germany,1,E,Europe/Berlin
345,Mainz,Germany,1,E,Europe/Berlin
346,Eisenach,Germany,1,E,Europe/Berlin
347,Siegerland,Germany,1,E,Europe/Berlin
348,Kiel,Germany,1,E,Europe/Berlin
349,Luebeck,Germany,1,E,Europe/Berlin
350,Dahlemer Binz,Germany,1,E,Europe/Berlin
351,Meinerzhagen,Germany,1,E,Europe/Berlin
352,Arnsberg,Germany,1,E,Europe/Berlin
353,Essen,Germany,1,E,Europe/Berlin
354,Bielefeld,Germany,1,E,Europe/Berlin
355,Moenchengladbach,Germany,1,E,Europe/Berlin
356,Paderborn,Germany,1,E,Europe/Berlin
357,Stadtlohn,Germany,1,E,Europe/Berlin
358,Dortmund,Germany,1,E,Europe/Berlin
359,Augsburg,Germany,1,E,Europe/Berlin
360,Biberach,Germany,1,E,Europe/Berlin
361,Eggenfelden,Germany,1,E,Europe/Berlin
362,Mindelheim,Germany,1,E,Europe/Berlin
363,Oberpfaffenhofen,Germany,1,E,Europe/Berlin
364,Straubing,Germany,1,E,Europe/Berlin
365,Vilshofen,Germany,1,E,Europe/Berlin
366,Leutkirch,Germany,1,E,Europe/Berlin
367,Friedrichshafen,Germany,1,E,Europe/Berlin
368,Parchim,Germany,1,E,Europe/Berlin
369,Stendal,Germany,1,E,Europe/Berlin
370,Aalen-heidenheim,Germany,1,E,Europe/Berlin
371,Bayreuth,Germany,1,E,Europe/Berlin
372,Burg Feuerstein,Germany,1,E,Europe/Berlin
373,Hof,Germany,1,E,Europe/Berlin
374,Hassfurt,Germany,1,E,Europe/Berlin
375,Koblenz,Germany,1,E,Europe/Berlin
376,Trier,Germany,1,E,Europe/Berlin
377,Speyer,Germany,1,E,Europe/Berlin
378,Zweibruecken,Germany,1,E,Europe/Berlin
379,Donaueschingen,Germany,1,E,Europe/Berlin
380,Freiburg,Germany,1,E,Europe/Berlin
381,Mengen,Germany,1,E,Europe/Berlin
382,Schwaebisch Hall,Germany,1,E,Europe/Berlin
383,Soest,Germany,1,E,Europe/Berlin
384,Braunschweig,Germany,1,E,Europe/Berlin
385,Kassel,Germany,1,E,Europe/Berlin
386,Hildesheim,Germany,1,E,Europe/Berlin
387,Bremerhaven,Germany,1,E,Europe/Berlin
388,Emden,Germany,1,E,Europe/Berlin
389,Leer,Germany,1,E,Europe/Berlin
390,Wilhelmshaven,Germany,1,E,Europe/Berlin
391,Borkum,Germany,1,E,Europe/Berlin
392,Norderney,Germany,1,E,Europe/Berlin
393,Flensburg,Germany,1,E,Europe/Berlin
394,Rendsburg,Germany,1,E,Europe/Berlin
395,Westerland,Germany,1,E,Europe/Berlin
396,Armari Air Force Base,Estonia,2,E,Europe/Tallinn
397,Kardla,Estonia,2,E,Europe/Tallinn
398,Kuressaare,Estonia,2,E,Europe/Tallinn
399,Parnu,Estonia,2,E,Europe/Tallinn
400,Tallinn-ulemiste International,Estonia,2,E,Europe/Tallinn
401,Tartu,Estonia,2,E,Europe/Tallinn
402,Enontekio,Finland,2,E,Europe/Helsinki
403,Eura,Finland,2,E,Europe/Helsinki
404,Halli,Finland,2,E,Europe/Helsinki
405,Helsinki,Finland,2,E,Europe/Helsinki
406,Hameenkyro,Finland,2,E,Europe/Helsinki
407,Hanko,Finland,2,E,Europe/Helsinki
408,Hyvinkaa,Finland,2,E,Europe/Helsinki
409,Kikala,Finland,2,E,Europe/Helsinki
410,Immola,Finland,2,E,Europe/Helsinki
411,Kitee,Finland,2,E,Europe/Helsinki
412,Ivalo,Finland,2,E,Europe/Helsinki
413,Joensuu,Finland,2,E,Europe/Helsinki
414,Jyvaskyla,Finland,2,E,Europe/Helsinki
415,Kauhava,Finland,2,E,Europe/Helsinki
416,Kemi,Finland,2,E,Europe/Helsinki
417,Kajaani,Finland,2,E,Europe/Helsinki
418,Kauhajoki,Finland,2,E,Europe/Helsinki
419,Kruunupyy,Finland,2,E,Europe/Helsinki
420,Kemijarvi,Finland,2,E,Europe/Helsinki
421,Kuusamo,Finland,2,E,Europe/Helsinki
422,Kittila,Finland,2,E,Europe/Helsinki
423,Kuopio,Finland,2,E,Europe/Helsinki
424,Vesivehmaa,Finland,2,E,Europe/Helsinki
425,Lappeenranta,Finland,2,E,Europe/Helsinki
426,Mariehamn,Finland,2,E,Europe/Mariehamn
427,Menkijarvi,Finland,2,E,Europe/Helsinki
428,Mikkeli,Finland,2,E,Europe/Helsinki
429,Nummela,Finland,2,E,Europe/Helsinki
430,Oulu,Finland,2,E,Europe/Helsinki
431,Piikajarvi,Finland,2,E,Europe/Helsinki
432,Pori,Finland,2,E,Europe/Helsinki
433,Pudasjarvi,Finland,2,E,Europe/Helsinki
434,Pyhasalmi,Finland,2,E,Europe/Helsinki
435,Pattijoki,Finland,2,E,Europe/Helsinki
436,Rantasalmi,Finland,2,E,Europe/Helsinki
437,Rovaniemi,Finland,2,E,Europe/Helsinki
438,Rayskala,Finland,2,E,Europe/Helsinki
439,Savonlinna,Finland,2,E,Europe/Helsinki
440,Selanpaa,Finland,2,E,Europe/Helsinki
441,Sodankyla,Finland,2,E,Europe/Helsinki
442,Tampere,Finland,2,E,Europe/Helsinki
443,Teisko,Finland,2,E,Europe/Helsinki
444,Turku,Finland,2,E,Europe/Helsinki
445,Utti,Finland,2,E,Europe/Helsinki
446,Vaasa,Finland,2,E,Europe/Helsinki
447,Varkaus,Finland,2,E,Europe/Helsinki
448,Ylivieska-raudaskyla,Finland,2,E,Europe/Helsinki
449,Belfast,United Kingdom,0,E,Europe/London
450,Enniskillen,United Kingdom,0,E,Europe/London
451,Londonderry,United Kingdom,0,E,Europe/London
452,Birmingham,United Kingdom,0,E,Europe/London
453,Coventry,United Kingdom,0,E,Europe/London
454,Leicester,United Kingdom,0,E,Europe/London
455,Golouchestershire,United Kingdom,0,E,Europe/London
456,Halfpenny Green,United Kingdom,0,E,Europe/London
457,Pailton,United Kingdom,0,E,Europe/London
458,Turweston,United Kingdom,0,E,Europe/London
459,Wellesbourne,United Kingdom,0,E,Europe/London
460,Manchester,United Kingdom,0,E,Europe/London
461,Woodfort,United Kingdom,0,E,Europe/London
462,Chivenor,United Kingdom,0,E,Europe/London
463,Newquai,United Kingdom,0,E,Europe/London
464,Lyneham,United Kingdom,0,E,Europe/London
465,Boscombe Down,United Kingdom,0,E,Europe/London
466,Culdrose,United Kingdom,0,E,Europe/London
467,St. Athan,United Kingdom,0,E,Europe/London
468,Yeovilton,United Kingdom,0,E,Europe/London
469,Haverfordwest,United Kingdom,0,E,Europe/London
470,Cardiff,United Kingdom,0,E,Europe/London
471,Swansea,United Kingdom,0,E,Europe/London
472,Bristol,United Kingdom,0,E,Europe/London
473,Liverpool,United Kingdom,0,E,Europe/London
474,London,United Kingdom,0,E,Europe/London
475,Plymouth,United Kingdom,0,E,Europe/London
476,Bournemouth,United Kingdom,0,E,Europe/London
477,Southampton,United Kingdom,0,E,Europe/London
478,Lasham,United Kingdom,0,E,Europe/London
479,Alderney,Guernsey,0,E,Europe/Guernsey
480,Guernsey,Guernsey,0,E,Europe/Guernsey
481,Jersey,Jersey,0,E,Europe/Jersey
482,Shoreham By Sea,United Kingdom,0,E,Europe/London
483,Biggin Hill,United Kingdom,0,E,Europe/London
484,Farnborough,United Kingdom,0,E,Europe/London
485,Chalsgrove,United Kingdom,0,E,Europe/London
486,Blackbushe,United Kingdom,0,E,Europe/London
487,Southend,United Kingdom,0,E,Europe/London
488,Lydd,United Kingdom,0,E,Europe/London
489,Manston,United Kingdom,0,E,Europe/London
490,Brough,United Kingdom,0,E,Europe/London
491,Carlisle,United Kingdom,0,E,Europe/London
492,Repton,United Kingdom,0,E,Europe/London
493,Blackpool,United Kingdom,0,E,Europe/London
494,Humberside,United Kingdom,0,E,Europe/London
495,Barrow Island,United Kingdom,0,E,Europe/London
496,Leeds,United Kingdom,0,E,Europe/London
497,Warton,United Kingdom,0,E,Europe/London
498,Hawarden,United Kingdom,0,E,Europe/London
499,Isle Of Man,Isle of Man,0,E,Europe/Isle_of_Man
500,Newcastle,United Kingdom,0,E,Europe/London
501,Teesside,United Kingdom,0,E,Europe/London
502,East Midlands,United Kingdom,0,E,Europe/London
503,Llanbedr,United Kingdom,0,E,Europe/London
504,Ternhill,United Kingdom,0,E,Europe/London
505,Shawbury,United Kingdom,0,E,Europe/London
506,Woodvale,United Kingdom,0,E,Europe/London
507,Kirkwall,United Kingdom,0,E,Europe/London
508,Sumburgh,United Kingdom,0,E,Europe/London
509,Wick,United Kingdom,0,E,Europe/London
510,Aberdeen,United Kingdom,0,E,Europe/London
511,Inverness,United Kingdom,0,E,Europe/London
512,Glasgow,United Kingdom,0,E,Europe/London
513,Edinburgh,United Kingdom,0,E,Europe/London
514,Islay,United Kingdom,0,E,Europe/London
515,Prestwick,United Kingdom,0,E,Europe/London
516,Benbecula,United Kingdom,0,E,Europe/London
517,Scatsta,United Kingdom,0,E,Europe/London
518,Dundee,United Kingdom,0,E,Europe/London
519,Stornoway,United Kingdom,0,E,Europe/London
520,Tiree,United Kingdom,0,E,Europe/London
521,Leuchars,United Kingdom,0,E,Europe/London
522,Lossiemouth,United Kingdom,0,E,Europe/London
523,Cambridge,United Kingdom,0,E,Europe/London
524,Peterborough,United Kingdom,0,E,Europe/London
525,Norwich,United Kingdom,0,E,Europe/London
526,North Weald,United Kingdom,0,E,Europe/London
527,Fowlmere,United Kingdom,0,E,Europe/London
528,Cranfield,United Kingdom,0,E,Europe/London
529,Exeter,United Kingdom,0,E,Europe/London
530,Oxford,United Kingdom,0,E,Europe/London
531,Benson,United Kingdom,0,E,Europe/London
532,Lakenheath,United Kingdom,0,E,Europe/London
533,Mildenhall,United Kingdom,0,E,Europe/London
534,Wattisham,United Kingdom,0,E,Europe/London
535,Wyton,United Kingdom,0,E,Europe/London
536,Fairford,United Kingdom,0,E,Europe/London
537,Brize Norton,United Kingdom,0,E,Europe/London
538,Odiham,United Kingdom,0,E,Europe/London
539,Cosford,United Kingdom,0,E,Europe/London
540,Northolt,United Kingdom,0,E,Europe/London
