2G,1654,HTA,2935,IKT,2937,,0,AN4,1600,1800
2G,1654,IKT,2937,BTK,2936,,0,A81,0457,0657
2G,1654,IKT,2937,HTA,2935,,0,AN4,1452,1652
2G,1654,IKT,2937,KCK,\N,,0,AN4,1652,1852
2G,1654,IKT,2937,ODO,8944,,0,AN4,1535,1735
2G,1654,IKT,2937,OVB,4078,,0,A81,0858,1058
2G,1654,IKT,2937,UKX,6924,,0,AN4,0234,0434
2G,1654,IKT,2937,ULK,9026,,0,AN4,1137,1337
2G,1654,IKT,2937,YKS,2923,,0,A81,2129,2329
2G,1654,KCK,\N,IKT,2937,,0,AN4,1526,1726
2G,1654,MJZ,2925,OVB,4078,,0,A81,1325,1525
2G,1654,ODO,8944,IKT,2937,,0,AN4,0152,0352
2G,1654,OVB,4078,BTK,2936,,0,A81,0813,1013
2G,1654,OVB,4078,CEK,2968,,0,A81,2344,0323
2G,1654,OVB,4078,IKT,2937,,0,A81,0316,0516
2G,1654,UKX,6924,IKT,2937,,0,AN4,1743,1943
2G,1654,ULK,9026,IKT,2937,,0,AN4,1124,1324
2G,1654,YKS,2923,IKT,2937,,0,A81,1936,2136
2I,8359,AYP,2786,LIM,2789,,0,142,0028,0228
2I,8359,CUZ,2812,LIM,2789,,0,142 141,2253,0127
2I,8359,CUZ,2812,PEM,2808,,0,142,1302,1502
2I,8359,HUU,6067,LIM,2789,,0,141,1322,1522
2I,8359,IQT,2801,PCL,2781,,0,143,0636,0836
2I,8359,IQT,2801,TPP,2806,,0,142,1913,2113
2I,8359,LIM,2789,AYP,2786,,0,142,2224,0558
2I,8359,LIM,2789,CUZ,2812,,0,142 141,2138,2338
2I,8359,LIM,2789,HUU,6067,,0,141,1514,1714
2I,8359,LIM,2789,PCL,2781,,0,143 146,0847,1047
2I,8359,LIM,2789,TPP,2806,,0,142 146,1437,1637
2I,8359,PCL,2781,IQT,2801,,0,143,1036,1236
2I,8359,PCL,2781,LIM,2789,,0,143 146,1334,1534
2I,8359,PCL,2781,TPP,2806,,0,146,1238,1438
2I,8359,PEM,2808,CUZ,2812,,0,142,0030,0230
2I,8359,TPP,2806,IQT,2801,,0,142,2355,0319
2I,8359,TPP,2806,LIM,2789,,0,142 146,1622,1822
2I,8359,TPP,2806,PCL,2781,,0,146,1538,1738
2J,470,ABJ,253,BOY,247,,0,CRJ,1811,2011
2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,0112,0312
2J,470,ACC,248,OUA,246,,0,CRJ,0919,1119
2J,470,BKO,1044,ABJ,253,,0,M87,1010,1210
2J,470,BKO,1044,DKR,1084,,0,M87,0239,0439
2J,470,BKO,1044,OUA,246,,0,CRJ,1538,1738
2J,470,BOY,247,ABJ,253,,0,CRJ,2029,2229
2J,470,BOY,247,OUA,246,,0,CRJ,1349,1549
2J,470,COO,245,LFW,298,,0,M87,2312,0262
2J,470,COO,245,OUA,246,,0,M87,0348,0548
2J,470,DKR,1084,BKO,1044,,0,M87,1122,1322
2J,470,DKR,1084,OUA,246,,0,M87,0740,0940
2J,470,LFW,298,OUA,246,,0,M87 CRJ,0340,0540
2J,470,NIM,280,OUA,246,,0,CRJ,1404,1604
2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87,1452,1652
2J,470,OUA,246,ACC,248,,0,CRJ,1821,2021
2J,470,OUA,246,BKO,1044,,0,M87 CRJ,0617,0817
2J,470,OUA,246,BOY,247,,0,CRJ,2012,2212
2J,470,OUA,246,COO,245,,0,M87,1956,2156
2J,470,OUA,246,DKR,1084,,0,M87,1514,1714
2J,470,OUA,246,LFW,298,,0,CRJ,0003,0203
2J,470,OUA,246,NIM,280,,0,CRJ,1959,2159
2K,1338,BOG,2709,GYE,2673,,0,319,0602,0802
2K,1338,BOG,2709,UIO,2688,,0,319 320,0651,0851
2K,1338,CLO,2715,GYE,2673,,0,319,1401,1601
2K,1338,GYE,2673,BOG,2709,,0,319,0050,0250
2K,1338,GYE,2673,CLO,2715,,0,319,0059,0259
2K,1338,GYE,2673,SCY,6045,,0,319 320,1137,1337
2K,1338,GYE,2673,UIO,2688,,0,320 319,2025,2225
2K,1338,OCC,2670,UIO,2688,,0,319,0837,1037
2K,1338,SCY,6045,GYE,2673,,0,319 320,0617,0817
2K,1338,UIO,2688,BOG,2709,,0,319 320,1246,1446
2K,1338,UIO,2688,GYE,2673,,0,319,1712,1912
2K,1338,UIO,2688,OCC,2670,,0,319,0034,0234
2L,2750,BDS,1506,ZRH,1678,,0,100,1132,1332
2L,2750,BOD,1264,ZRH,1678,,0,100,1842,2042
2L,2750,BRS,490,ZRH,1678,,0,100,0819,1019
2L,2750,GVA,1665,LPA,1054,,0,319,0015,0215
2L,2750,LCA,1197,ZRH,1678,,0,319,2352,0289
2L,2750,LPA,1054,ZRH,1678,,0,319,1248,1448
2L,2750,RMF,4197,ZRH,1678,,0,319,2129,2329
2L,2750,TFS,1056,GVA,1665,,0,319,1955,2155
2L,2750,ZRH,1678,BDS,1506,,0,100,0315,0515
2L,2750,ZRH,1678,BOD,1264,,0,100,1020,1220
2L,2750,ZRH,1678,BRS,490,,0,100,1103,1303
2L,2750,ZRH,1678,LCA,1197,,0,319,0723,0923
2L,2750,ZRH,1678,LPA,1054,,0,319,1444,1644
2L,2750,ZRH,1678,RMF,4197,,0,319,0851,1051
2N,3652,AJR,730,LYC,719,,0,ATP,1141,1341
2N,3652,ARN,737,GEV,715,,0,ATP,0549,0749
2N,3652,ARN,737,HAD,709,,0,SF3,0759,0959
2N,3652,ARN,737,JKG,688,,0,ATP SF3,0436,0636
2N,3652,ARN,737,KRF,718,,0,ATP,1310,1510
2N,3652,ARN,737,KSD,5595,,0,SF3,1936,2136
2N,3652,ARN,737,LYC,719,,0,ATP,0749,0949
2N,3652,ARN,737,MHQ,442,,0,SF3,1531,1731
2N,3652,ARN,737,OER,722,,0,ATR,1523,1723
2N,3652,ARN,737,POR,448,,0,SF3,0722,0922
2N,3652,ARN,737,TRF,664,,0,SF3,1653,1853
2N,3652,ARN,737,VBY,746,,0,SF3 ATP,1415,1615
2N,3652,ARN,737,VHM,729,,0,SF3,0210,0410
2N,3652,ARN,737,VXO,711,,0,SF3,1748,1948
2N,3652,GEV,715,ARN,737,,0,ATP,1837,2037
2N,3652,GEV,715,KRF,718,,0,ATP,0054,0254
2N,3652,HAD,709,ARN,737,,0,SF3 ATP,0757,0957
2N,3652,HAD,709,JKG,688,,0,ATP SF3,1619,1819
2N,3652,HAD,709,VXO,711,,0,SF3,2333,0492
2N,3652,HMV,5599,VHM,729,,0,SF3,1044,1244
2N,3652,JKG,688,ARN,737,,0,ATP SF3,0913,1113
2N,3652,JKG,688,HAD,709,,0,ATP SF3,2301,0647
2N,3652,KOK,435,POR,448,,0,SF3,0012,0212
2N,3652,KRF,718,ARN,737,,0,ATP,1048,1248
2N,3652,KRF,718,GEV,715,,0,ATP,0646,0846
2N,3652,KSD,5595,ARN,737,,0,SF3,0057,0257
2N,3652,LYC,719,AJR,730,,0,ATP,1715,1915
2N,3652,LYC,719,ARN,737,,0,ATP,2044,2244
2N,3652,MHQ,442,ARN,737,,0,SF3,0649,0849
2N,3652,MHQ,442,TKU,460,,0,SF3,1632,1832
2N,3652,OER,722,ARN,737,,0,ATR,2350,0528
2N,3652,OSL,644,VXO,711,,0,SF3,0204,0404
2N,3652,POR,448,ARN,737,,0,SF3,0847,1047
2N,3652,POR,448,KOK,435,,0,SF3,1315,1515
2N,3652,TKU,460,MHQ,442,,0,SF3,1004,1204
2N,3652,TRF,664,ARN,737,,0,SF3,1411,1611
2N,3652,VBY,746,ARN,737,,0,SF3 ATP,1101,1301
2N,3652,VHM,729,ARN,737,,0,SF3,1528,1728
2N,3652,VHM,729,HMV,5599,,0,SF3,1331,1531
2N,3652,VXO,711,ARN,737,,0,SF3,1952,2152
2N,3652,VXO,711,OSL,644,,0,SF3,0250,0450
2O,146,ADQ,3531,AOS,7167,,0,BNI,1349,1549
2O,146,ADQ,3531,KKB,7168,,0,BNI,0901,1101
2O,146,ADQ,3531,KLN,7162,,0,BNI,0931,1131
2O,146,ADQ,3531,KOZ,7164,,0,BNI,1134,1334
2O,146,ADQ,3531,OLH,7163,,0,BNI,1053,1253
2O,146,AOS,7167,KZB,7176,,0,BNI,2047,2247
2O,146,KKB,7168,SYB,7173,,0,BNI,2013,2213
2O,146,KLN,7162,KYK,7161,,0,BNI,1637,1837
2O,146,KOZ,7164,ORI,7165,,0,BNI,0449,0649
2O,146,SYB,7173,KPR,7172,,0,BNI,2051,2251
2P,897,BSO,6019,MNL,2397,,0,DH4,0837,1037
2P,897,BXU,4200,MNL,2397,,0,320,0319,0519
2P,897,CBO,2399,MNL,2397,,0,320,0339,0539
2P,897,CGY,2400,MNL,2397,,0,320,0213,0413
2P,897,CRM,6024,MNL,2397,,0,DH4,0407,0607
2P,897,DGT,2425,MNL,2397,,0,320,2006,2206
2P,897,DWC,8076,MNL,2397,,0,330,1904,2104
2P,897,GES,2402,MNL,2397,Y,0,320,0755,0955
2P,897,KLO,2430,MNL,2397,,0,320,1823,2023
2P,897,LGP,4203,MNL,2397,,0,320,0530,0730
2P,897,MNL,2397,BSO,6019,,0,DH4,0524,0724
2P,897,MNL,2397,BXU,4200,,0,320,1711,1911
2P,897,MNL,2397,CBO,2399,,0,320,1149,1349
2P,897,MNL,2397,CGY,2400,,0,320,1329,1529
2P,897,MNL,2397,CRM,6024,,0,DH4,1225,1425
2P,897,MNL,2397,DGT,2425,,0,320,0429,0629
2P,897,MNL,2397,DWC,8076,,0,330,0519,0719
2P,897,MNL,2397,GES,2402,Y,0,320,0327,0527
2P,897,MNL,2397,KLO,2430,,0,320,0443,0643
2P,897,MNL,2397,LGP,4203,,0,320,1905,2105
2P,897,MNL,2397,MPH,2426,,0,DH3,1000,1200
2P,897,MNL,2397,OZC,4204,,0,320,0724,0924
2P,897,MNL,2397,PPS,2433,,0,320,1125,1325
2P,897,MNL,2397,RXS,6026,,0,320,0512,0712
2P,897,MNL,2397,SUG,6016,,0,DH4,2202,0184
2P,897,MNL,2397,TUG,6021,,0,DH4,1454,1654
2P,897,MNL,2397,ZAM,2404,,0,320,2002,2202
2P,897,MPH,2426,MNL,2397,,0,DH3,1848,2048
2P,897,OZC,4204,MNL,2397,,0,320,0008,0208
2P,897,PPS,2433,MNL,2397,,0,320,1850,2050
2P,897,RXS,6026,MNL,2397,,0,320,1250,1450
2P,897,SUG,6016,MNL,2397,,0,DH4,1140,1340
2P,897,TUG,6021,MNL,2397,,0,DH4,2213,0538
2P,897,ZAM,2404,MNL,2397,,0,320,1654,1854
2Z,1729,AUX,7376,PMW,4214,,0,AT7,0550,0750
2Z,1729,BRA,7373,BSB,2531,,0,AT7,1337,1537
2Z,1729,BRA,7373,SSA,2621,,0,AT7,1855,2055
2Z,1729,BSB,2531,BRA,7373,,0,AT7,0901,1101
2Z,1729,BSB,2531,OPS,7367,,0,AT7,1925,2125
2Z,1729,BSB,2531,RAO,2613,,0,AT7,0011,0211
2Z,1729,CAC,2535,GRU,2564,,0,AT7,0340,0540
2Z,1729,CGB,2548,GYN,2562,,0,AT7,0226,0426
2Z,1729,CGB,2548,OPS,7367,,0,AT7,2035,2235
2Z,1729,CGR,2538,DOU,7380,,0,AT7,1132,1332
2Z,1729,DOU,7380,CGR,2538,,0,AT7,0409,0609
2Z,1729,DOU,7380,GRU,2564,,0,AT7,0900,1100
2Z,1729,GIG,2560,RAO,2613,,0,AT7,0519,0719
2Z,1729,GRU,2564,CAC,2535,,0,AT7,0927,1127
2Z,1729,GRU,2564,DOU,7380,,0,AT7,1341,1541
2Z,1729,GRU,2564,RAO,2613,,0,AT7,1232,1432
2Z,1729,GRU,2564,UBA,2635,,0,AT7,2117,2317
2Z,1729,GRU,2564,UDI,2633,,0,AT7,2229,0648
2Z,1729,GRU,2564,VDC,6039,,0,AT7,0948,1148
2Z,1729,GYN,2562,CGB,2548,,0,AT7,1117,1317
2Z,1729,GYN,2562,PMW,4214,,0,AT7,2127,2327
2Z,1729,GYN,2562,RAO,2613,,0,AT7,1108,1308
2Z,1729,GYN,2562,UDI,2633,,0,AT7,1954,2154
2Z,1729,OPS,7367,BSB,2531,,0,AT7,1732,1932
2Z,1729,OPS,7367,CGB,2548,,0,AT7,1947,2147
2Z,1729,PLU,2528,RAO,2613,,0,AT7,0800,1000
2Z,1729,PMW,4214,AUX,7376,,0,AT7,2207,0623
2Z,1729,PMW,4214,GYN,2562,,0,AT7,2117,2317
2Z,1729,RAO,2613,BSB,2531,,0,AT7,2105,2305
2Z,1729,RAO,2613,GIG,2560,,0,AT7,2101,2301
2Z,1729,RAO,2613,GRU,2564,,0,AT7,0840,1040
2Z,1729,RAO,2613,GYN,2562,,0,AT7,0505,0705
2Z,1729,RAO,2613,PLU,2528,,0,AT7,2317,0626
2Z,1729,RAO,2613,SJP,2619,,0,AT7,1035,1235
2Z,1729,RAO,2613,UDI,2633,,0,AT7,1321,1521
2Z,1729,SJP,2619,RAO,2613,,0,AT7,0453,0653
2Z,1729,SSA,2621,BRA,7373,,0,AT7,2112,2312
2Z,1729,SSA,2621,VDC,6039,,0,AT7,1750,1950
2Z,1729,UBA,2635,GRU,2564,,0,AT7,0115,0315
2Z,1729,UBA,2635,UDI,2633,,0,AT7,1515,1715
2Z,1729,UDI,2633,GRU,2564,,0,AT7,0445,0645
2Z,1729,UDI,2633,GYN,2562,,0,AT7,0229,0429
2Z,1729,UDI,2633,RAO,2613,,0,AT7,1711,1911
2Z,1729,UDI,2633,UBA,2635,,0,AT7,1628,1828
2Z,1729,VDC,6039,GRU,2564,,0,AT7,0411,0611
2Z,1729,VDC,6039,SSA,2621,,0,AT7,0550,0750
3E,10739,BRL,5726,ORD,3830,,0,CNC,1317,1517
3E,10739,BRL,5726,STL,3678,,0,CNC,1924,2124
3E,10739,DEC,4042,ORD,3830,,0,CNC,0739,0939
3E,10739,DEC,4042,STL,3678,,0,CNC,0343,0543
3E,10739,JBR,3591,STL,3678,,0,CNC,1550,1750
3E,10739,ORD,3830,BRL,5726,,0,CNC,0424,0624
3E,10739,ORD,3830,DEC,4042,,0,CNC,0843,1043
3E,10739,STL,3678,BRL,5726,,0,CNC,1723,1923
3E,10739,STL,3678,DEC,4042,,0,CNC,1243,1443
3E,10739,STL,3678,JBR,3591,,0,CNC,2034,2234
3F,16262,CGA,7144,HYL,7145,,0,DHP,1526,1726
3F,16262,CGA,7144,KTN,3808,,0,DHP,0525,0725
3F,16262,HYL,7145,CGA,7144,,0,DHP,1123,1323
3F,16262,HYL,7145,KTB,7147,,0,DHP,1317,1517
3F,16262,HYL,7145,KTN,3808,,0,DHP,1045,1245
3F,16262,KTB,7147,HYL,7145,,0,DHP,1247,1447
3F,16262,KTB,7147,KTN,3808,,0,DHP,1653,1853
3F,16262,KTN,3808,CGA,7144,,0,DHP,1940,2140
3F,16262,KTN,3808,HYL,7145,,0,DHP,0454,0654
3F,16262,KTN,3808,KTB,7147,,0,DHP,2032,2232
3F,16262,KTN,3808,MTM,7146,,0,DHP,1355,1555
3F,16262,MTM,7146,KTN,3808,,0,DHP,1053,1253
3G,595,ACC,248,DKR,1084,,0,319,1501,1701
3G,595,ACC,248,LOS,273,,0,319,0927,1127
3G,595,ACC,248,ROB,1063,,0,319,1738,1938
3G,595,BCN,1218,BJL,1050,,0,319,0923,1123
3G,595,BJL,1050,BCN,1218,,0,319,1954,2154
3G,595,BJL,1050,DKR,1084,,0,319,0606,0806
3G,595,BJL,1050,FNA,1059,,0,319,0053,0253
3G,595,CKY,4162,OXB,5665,,0,319,0025,0225
3G,595,DKR,1084,ACC,248,,0,319,0925,1125
3G,595,DKR,1084,BJL,1050,,0,319,1126,1326
3G,595,DKR,1084,DLA,897,,0,319,1234,1434
3G,595,DKR,1084,FNA,1059,,0,319,1256,1456
3G,595,DKR,1084,LOS,273,,0,319,0206,0406
3G,595,DKR,1084,OXB,5665,,0,319,1145,1345
3G,595,DLA,897,DKR,1084,,0,319,0210,0410
3G,595,DLA,897,LOS,273,,0,319,1628,1828
3G,595,FNA,1059,BJL,1050,,0,319,0028,0228
3G,595,FNA,1059,DKR,1084,,0,319,2353,0368
3G,595,FNA,1059,LGW,502,,0,319,0110,0310
3G,595,FNA,1059,ROB,1063,,0,319,2238,0399
3G,595,LGW,502,FNA,1059,,0,319,0509,0709
3G,595,LOS,273,ACC,248,,0,319,0748,0948
3G,595,LOS,273,DKR,1084,,0,319,0158,0358
3G,595,LOS,273,DLA,897,,0,319,0942,1142
3G,595,LOS,273,ROB,1063,,0,319,1255,1455
3G,595,OXB,5665,CKY,4162,,0,319,0230,0430
3G,595,OXB,5665,DKR,1084,,0,319,1214,1414
3G,595,ROB,1063,ACC,248,,0,319,0329,0529
3G,595,ROB,1063,FNA,1059,,0,319,0158,0358
3G,595,ROB,1063,LOS,273,,0,319,2133,2333
3H,\N,AKV,5506,YIK,5504,,0,DH8,2048,2248
3H,\N,AKV,5506,YPX,6727,,0,DH8,0644,0844
3H,\N,XGR,5512,YVP,154,,0,DHT BET,0036,0236
3H,\N,YGL,62,YGW,5496,,0,DHT,0951,1151
3H,\N,YGL,62,YPX,6727,,0,73M,0027,0227
3H,\N,YGL,62,YUL,146,,0,73M,1202,1402
3H,\N,YGW,5496,YGL,62,,0,DHT,0948,1148
3H,\N,YGW,5496,YPH,5520,,0,BET,1001,1201
3H,\N,YGW,5496,YSK,5529,,0,DH8,0345,0545
3H,\N,YGW,5496,YUD,5515,,0,DH8,0923,1123
3H,\N,YGW,5496,YUL,146,,0,DH8,1548,1748
3H,\N,YGW,5496,YUY,149,,0,DH8,2022,2222
3H,\N,YIK,5504,AKV,5506,,0,DH8,1456,1656
3H,\N,YIK,5504,YZG,5535,,0,DH8,2157,2357
3H,\N,YKG,5481,YPJ,5508,,0,DHT DH8,1459,1659
3H,\N,YKG,5481,YQC,5499,,0,DH8,0935,1135
3H,\N,YKG,5481,YVP,154,,0,DH8 DHT,2027,2227
3H,\N,YKL,80,YQB,111,,0,DH8,1510,1710
3H,\N,YKL,80,YVP,154,,0,DH8 BET,2210,0664
3H,\N,YKL,80,YWK,161,,0,BET,1208,1408
3H,\N,YKL,80,YZV,202,,0,BET DH8,0231,0431
3H,\N,YPH,5520,YPX,6727,,0,DH8 BET,1045,1245
3H,\N,YPH,5520,YUD,5515,,0,DH8,2126,2326
3H,\N,YPH,5520,YVP,154,,0,BET,0222,0422
3H,\N,YPJ,5508,YKG,5481,,0,DHT DH8,0816,1016
3H,\N,YPJ,5508,YTQ,6728,,0,DHT DH8,0247,0447
3H,\N,YPJ,5508,YVP,154,,0,DHT,1358,1558
3H,\N,YPX,6727,AKV,5506,,0,DH8,1445,1645
3H,\N,YPX,6727,YGL,62,,0,73M,1358,1558
3H,\N,YPX,6727,YPH,5520,,0,DH8,2225,0388
3H,\N,YPX,6727,YVP,154,,0,BET,2002,2202
3H,\N,YQB,111,YKL,80,,0,DH8,0031,0231
3H,\N,YQB,111,YUL,146,,0,DH8,1021,1221
3H,\N,YQC,5499,YKG,5481,,0,DH8,2217,0543
3H,\N,YQC,5499,YWB,7253,,0,DH8,2108,2308
3H,\N,YSK,5529,YGW,5496,,0,DH8,0051,0251
3H,\N,YSK,5529,YUD,5515,,0,DH8,0418,0618
3H,\N,YTQ,6728,YPJ,5508,,0,DHT DH8,1947,2147
3H,\N,YTQ,6728,YVP,154,,0,DHT DH8,0619,0819
3H,\N,YUD,5515,YGW,5496,,0,DH8,1246,1446
3H,\N,YUD,5515,YPH,5520,,0,DH8,0535,0735
3H,\N,YUD,5515,YSK,5529,,0,DH8,1722,1922
3H,\N,YUL,146,YGL,62,,0,73M,0227,0427
3H,\N,YUL,146,YGW,5496,,0,DH8,2240,0490
3H,\N,YUL,146,YQB,111,,0,DH8,1819,2019
3H,\N,YUL,146,YUY,149,,0,DH8,0749,0949
3H,\N,YUY,149,YGW,5496,,0,DH8,0518,0718
3H,\N,YUY,149,YUL,146,,0,DH8,1727,1927
3H,\N,YVP,154,XGR,5512,,0,DHT BET,0426,0626
3H,\N,YVP,154,YGW,5496,,0,BET,1827,2027
3H,\N,YVP,154,YKG,5481,,0,DH8,1339,1539
3H,\N,YVP,154,YKL,80,,0,DH8 BET,0439,0639
3H,\N,YVP,154,YPH,5520,,0,BET,0935,1135
3H,\N,YVP,154,YPJ,5508,,0,DHT,0335,0535
3H,\N,YVP,154,YPX,6727,,0,BET,1202,1402
3H,\N,YVP,154,YTQ,6728,,0,DHT DH8,2017,2217
3H,\N,YWB,7253,YQC,5499,,0,DH8,1149,1349
3H,\N,YWB,7253,YZG,5535,,0,DH8,1013,1213
3H,\N,YWK,161,YKL,80,,0,BET,0503,0703
3H,\N,YWK,161,YZV,202,,0,BET,0025,0225
3H,\N,YZG,5535,YIK,5504,,0,DH8,2313,0679
3H,\N,YZG,5535,YWB,7253,,0,DH8,2339,0578
3H,\N,YZV,202,YKL,80,,0,BET DH8,0619,0819
3H,\N,YZV,202,YWK,161,,0,BET,1218,1418
3J,5521,JIB,4119,DXB,2188,,0,737,1557,1757
3J,5521,JIB,4119,JED,2072,,0,737,1356,1556
3J,5521,JIB,4119,MGQ,5687,,0,737,1722,1922
3J,5521,MGQ,5687,NBO,4059,,0,737,1413,1613
3J,5521,NBO,4059,MGQ,5687,,0,737,0332,0532
3K,3021,BKK,3885,SIN,3316,,0,320,1910,2110
3K,3021,DRW,3999,SIN,3316,,0,320,1829,2029
3K,3021,HAK,4120,SIN,3316,,0,320,1005,1205
3K,3021,HGH,3386,SIN,3316,,0,320,1858,2058
3K,3021,HKG,3077,SIN,3316,,0,320,1741,1941
3K,3021,HKT,3179,SIN,3316,,0,320,0350,0550
3K,3021,KIX,3992,MNL,2397,,0,320,1155,1355
3K,3021,KIX,3992,TPE,2276,,0,320,2118,2318
3K,3021,KUL,3304,SIN,3316,,0,320,0525,0725
3K,3021,MNL,2397,KIX,3992,,0,320,1529,1729
3K,3021,MNL,2397,SIN,3316,,0,320,0324,0524
3K,3021,PEN,3308,SIN,3316,,0,320,0411,0611
3K,3021,PER,3351,SIN,3316,,0,320,2244,0192
3K,3021,PNH,3034,SIN,3316,,0,320,2236,0242
3K,3021,REP,3035,SIN,3316,,0,320,1314,1514
3K,3021,RGN,3239,SIN,3316,,0,320,0427,0627
3K,3021,SGN,3205,SIN,3316,,0,320,1445,1645
3K,3021,SIN,3316,BKK,3885,,0,320,1838,2038
3K,3021,SIN,3316,DRW,3999,,0,320,1529,1729
3K,3021,SIN,3316,HAK,4120,,0,320,2056,2256
3K,3021,SIN,3316,HGH,3386,,0,320,1931,2131
3K,3021,SIN,3316,HKG,3077,,0,320,1548,1748
3K,3021,SIN,3316,HKT,3179,,0,320,1509,1709
3K,3021,SIN,3316,KUL,3304,,0,320,0305,0505
3K,3021,SIN,3316,MNL,2397,,0,320,2007,2207
3K,3021,SIN,3316,PEN,3308,,0,320,1157,1357
3K,3021,SIN,3316,PER,3351,,0,320,0502,0702
3K,3021,SIN,3316,PNH,3034,,0,320,2115,2315
3K,3021,SIN,3316,REP,3035,,0,320,0518,0718
3K,3021,SIN,3316,RGN,3239,,0,320,2054,2254
3K,3021,SIN,3316,SGN,3205,,0,320,1601,1801
3K,3021,SIN,3316,SWA,4302,,0,320,1206,1406
3K,3021,SIN,3316,TPE,2276,,0,320,0745,0945
3K,3021,SWA,4302,SIN,3316,,0,320,2241,0209
3K,3021,TPE,2276,KIX,3992,,0,320,0120,0320
3K,3021,TPE,2276,SIN,3316,,0,320,1848,2048
3L,2916,ACH,1679,EBA,1558,,0,DH3,2108,2308
3L,2916,DRS,338,ZRH,1678,,0,DH3,1846,2046
3L,2916,DUS,345,FDH,382,,0,DH3,0038,0238
3L,2916,EBA,1558,ACH,1679,,0,DH3,0923,1123
3L,2916,EBA,1558,FDH,382,,0,DH3,2230,0183
3L,2916,EBA,1558,MUC,346,,0,DH3,0841,1041
3L,2916,EBA,1558,ZRH,1678,,0,DH3,0511,0711
3L,2916,FDH,382,DUS,345,,0,DH3,0905,1105
3L,2916,FDH,382,EBA,1558,,0,DH3,1855,2055
3L,2916,FDH,382,HAM,342,,0,AT7,0140,0340
3L,2916,FDH,382,OLB,1520,,0,AT7,0541,0741
3L,2916,FDH,382,TXL,351,,0,AT7,0503,0703
3L,2916,FDH,382,ZAD,1209,,0,AT7,0808,1008
3L,2916,FMM,3986,NAP,1561,,0,AT7,2210,0356
3L,2916,GRZ,1609,ZRH,1678,,0,DH3,2240,0304
3L,2916,HAM,342,FDH,382,,0,AT7,0522,0722
3L,2916,MUC,346,EBA,1558,,0,DH3,2254,0683
3L,2916,NAP,1561,FMM,3986,,0,AT7,0011,0211
3L,2916,OLB,1520,FDH,382,,0,AT7,0832,1032
3L,2916,SZG,1612,ZRH,1678,,0,DH3,0110,0310
3L,2916,TXL,351,FDH,382,,0,AT7,0035,0235
3L,2916,ZAD,1209,FDH,382,,0,AT7,0806,1006
